author,place of birth,pob_Latitude,pob_Longitude,country of citizenship,coc_Latitude,coc_Longitude,authorLabel,work,workTitle
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q5016788,Caedmon's Song
,,,,Canada,56,-109,,,
Nancy Huston,Calgary,51.05,-114.06666666666666,France,47,2,Nancy Huston,http://www.wikidata.org/entity/Q125176243,Nord perdu suivi de Douze France
,,,,Canada,56,-109,,,
Nancy Huston,Calgary,51.05,-114.06666666666666,France,47,2,Nancy Huston,http://www.wikidata.org/entity/Q125176246,L'Empreinte de l'ange
,,,,Canada,56,-109,,,
Nancy Huston,Calgary,51.05,-114.06666666666666,France,47,2,Nancy Huston,http://www.wikidata.org/entity/Q125176244,Lignes de faille
,,,,Canada,56,-109,,,
Édouard Glissant,Sainte-Marie,14.781388888889,-60.993611111111,France,47,2,Édouard Glissant,http://www.wikidata.org/entity/Q125175969,The Indies / Les Indes
Louis Riel,Saint Boniface,49.9,-97.1,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,Louis Riel,http://www.wikidata.org/entity/Q125304810,Poésies de jeunesse
,,,,Canada,56,-109,,,
Daniel Soha,Aix-en-Provence,43.527777777778,5.4455555555556,France,47,2,Daniel Soha,http://www.wikidata.org/entity/Q125305304,Chroniques tziganes
Jean Lafontant,Pétionville,18.5125,-72.28528055555556,Haiti,19,-72.8,Jean Lafontant,http://www.wikidata.org/entity/Q125195600,Sous le Soleil de l'Ouest
,,,,Canada,56,-109,,,
David Baudemont,Thann,47.806666666667,7.1044444444444,Canada,56,-109,David Baudemont,http://www.wikidata.org/entity/Q125195598,L'R libre
Miguel de Cervantes,Alcalá de Henares,40.481815,-3.364305,Crown of Castile,40.4175,-3.715,Miguel de Cervantes,http://www.wikidata.org/entity/Q115595806,Rinconete and Cortadillo
Miguel de Cervantes,Alcalá de Henares,40.481815,-3.364305,Crown of Castile,40.4175,-3.715,Miguel de Cervantes,http://www.wikidata.org/entity/Q115595809,The Exemplary Novels of Cervantes
Monia Mazigh,Tunisia,34,10,Canada,56,-109,Monia Mazigh,http://www.wikidata.org/entity/Q124960930,Farida
Hans Christian Andersen,Odense,55.4,10.383333333333,Kingdom of Denmark,56,10,Hans Christian Andersen,http://www.wikidata.org/entity/Q114564370,Hans Andersen's Fairy Tales
Hans Christian Andersen,Odense,55.4,10.383333333333,Kingdom of Denmark,56,10,Hans Christian Andersen,http://www.wikidata.org/entity/Q114564373,The Mother's Love
Hans Christian Andersen,Odense,55.4,10.383333333333,Kingdom of Denmark,56,10,Hans Christian Andersen,http://www.wikidata.org/entity/Q114576620,The Portuguese Duck
Ismail Kadare,Gjirokastër,40.07583,20.13889,Albania,41,20,Ismail Kadare,http://www.wikidata.org/entity/Q123861336,Broken April
,,,,France,47,2,,,
,,,,Kosovo,42.55,20.833333333333,,,
Sylvain Rivière,Carleton-sur-Mer,48.10166666666667,-66.12194444444444,France,47,2,Sylvain Rivière,http://www.wikidata.org/entity/Q124960957,L'Acadie de A à Z
Ardian Klosi,Tirana,41.32888888888889,19.817777777777778,Albania,41,20,Ardian Klosi,http://www.wikidata.org/entity/Q124212628,Albanisches Überleben
Paul Roux,Marseille,43.296666666667,5.3763888888889,Canada,56,-109,Paul Roux,http://www.wikidata.org/entity/Q124960926,Emily Carr
,,,,France,47,2,,,
Paul Roux,Marseille,43.296666666667,5.3763888888889,Canada,56,-109,Paul Roux,http://www.wikidata.org/entity/Q124960938,L'Hydravion et la caverne mystérieuse
,,,,France,47,2,,,
Hans Christian Andersen,Odense,55.4,10.383333333333,Kingdom of Denmark,56,10,Hans Christian Andersen,http://www.wikidata.org/entity/Q137010785,There is a Difference
William Whewell,Lancaster,54.04888888888889,-2.801388888888889,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,William Whewell,http://www.wikidata.org/entity/Q120971026,Astronomy and general physics considered with reference to natural theology
"Charles-Joseph, 7th Prince of Ligne",City of Brussels,50.846666666666664,4.351666666666667,Austrian Netherlands,,,"Charles-Joseph, 7th Prince of Ligne",http://www.wikidata.org/entity/Q51387243,Coup d'œil sur Belœil.
,Brussels,50.84668,4.3525,,,,,,
David Baudemont,Thann,47.806666666667,7.1044444444444,Canada,56,-109,David Baudemont,http://www.wikidata.org/entity/Q124960941,Junk City
Yejide Kilanko,Ibadan,7.3775,3.9058333333333,Nigeria,9,8,Yejide Kilanko,http://www.wikidata.org/entity/Q125473951,
Ngũgĩ wa Thiong'o,Kamirithu,-1.12,36.63,Kenya,0.1,38,Ngũgĩ wa Thiong'o,http://www.wikidata.org/entity/Q125522604,Mau Mau From Within: The Story of the Kenya Land and Freedom Army
William Saunders,Crediton,50.7924,-3.6514,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,William Saunders,http://www.wikidata.org/entity/Q51520284,Possibilities of agriculture in the Yukon District
Alexander Mackenzie,Stornoway,58.209,-6.387,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,Alexander Mackenzie,http://www.wikidata.org/entity/Q51523035,Proposed general fishery and fur company
,,,,Canada,56,-109,,,
François Dimberton,Villeneuve-Saint-Georges,48.7325,2.4497222222222,France,47,2,François Dimberton,http://www.wikidata.org/entity/Q125306638,"Une baleine, une maison et une fleur"
"Robert Hobart, 4th Earl of Buckinghamshire",Hampden House,51.714,-0.774,Kingdom of Great Britain,51.5,-0.13333333,"Robert Hobart, 4th Earl of Buckinghamshire",http://www.wikidata.org/entity/Q51523035,Proposed general fishery and fur company
Jean-Claude Bauer,Haillicourt,50.476111111111,2.5847222222222,France,47,2,Jean-Claude Bauer,http://www.wikidata.org/entity/Q125306638,"Une baleine, une maison et une fleur"
David Baudemont,Thann,47.806666666667,7.1044444444444,Canada,56,-109,David Baudemont,http://www.wikidata.org/entity/Q125305412,Le Théâtre fransaskois
David Baudemont,Thann,47.806666666667,7.1044444444444,Canada,56,-109,David Baudemont,http://www.wikidata.org/entity/Q125306691,Le Théâtre fransaskois
Louenas Hassani,Béjaïa,36.75111111111111,5.064166666666667,Canada,56,-109,Louenas Hassani,http://www.wikidata.org/entity/Q124960966,La République de l'abîme
,,,,Algeria,28,1,,,
Seream,France,47,2,France,47,2,Seream,http://www.wikidata.org/entity/Q124961824,Mont Blanc-Winnipeg Express
,,,,Canada,56,-109,,,
William Saunders,Crediton,50.7924,-3.6514,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,William Saunders,http://www.wikidata.org/entity/Q51461391,La culture fruitière en Canada
William Saunders,Crediton,50.7924,-3.6514,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,William Saunders,http://www.wikidata.org/entity/Q51471279,The experimental farms of the Dominion of Canada
James Fletcher,Rochester,51.38764,0.50546,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,James Fletcher,http://www.wikidata.org/entity/Q51463450,Descriptions of some new species and varieties of Canadian butterflies
James Fletcher,Rochester,51.38764,0.50546,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,James Fletcher,http://www.wikidata.org/entity/Q51463457,Descriptions of some species and varieties of Canadian butterflies
Arthur Willey,Scarborough,54.2825,-0.4,United Kingdom,54.6,-2,Arthur Willey,http://www.wikidata.org/entity/Q51461140,Crustacea. Part K marine Copepoda
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
William Thomas Calman,Dundee,56.46055555555556,-2.97,United Kingdom,54.6,-2,William Thomas Calman,http://www.wikidata.org/entity/Q51461123,Crustacea. Part C Cumacea
Georg Ossian Sars,Florø,61.598611111111,5.0172222222222,Norway,65,11,Georg Ossian Sars,http://www.wikidata.org/entity/Q51461135,Crustacea. Part I Ostracoda : freshwater Ostracoda from Canada and Alaska
,Kinn Municipality,61.566388888889,4.7569444444444,,,,,,
Bernhard Fernow,Inowrocław,52.795833333333,18.261111111111,Kingdom of Prussia,53,14,Bernhard Fernow,http://www.wikidata.org/entity/Q51471060,Examen du bassin du Trent exploration
,,,,United States,39.828175,-98.5795,,,
Grace Lau,Hong Kong,22.278333333333,114.15861111111,Canada,56,-109,Grace Lau,http://www.wikidata.org/entity/Q108859685,The Language We Were Never Taught to Speak
Count Francis Lützow,Hamburg,53.55,10,Cisleithania,48.5,16.383333333333333,Count Francis Lützow,http://www.wikidata.org/entity/Q61037240,Bohemia: An Historical Sketch
Élisabeth Vonarburg,Paris,48.85666666666667,2.352222222222222,Canada,56,-109,Élisabeth Vonarburg,http://www.wikidata.org/entity/Q3227186,Le Silence de la cité
,,,,France,47,2,,,
Thomas Codrington,Wroughton,51.525,-1.792,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,Thomas Codrington,http://www.wikidata.org/entity/Q115804109,
Yurii Yekhanurov,Belkachi,59.15,131.917,Soviet Union,65,90,Yurii Yekhanurov,http://www.wikidata.org/entity/Q133575791,
,,,,Ukraine,49,32,,,
Siddhartha Paul Tiwari,Jabalpur,23.166666666667,79.933333333333,India,22.8,83,Siddhartha Paul Tiwari,http://www.wikidata.org/entity/Q133575791,
James Fletcher,Rochester,51.38764,0.50546,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,James Fletcher,http://www.wikidata.org/entity/Q51502555,Les mauvaises herbes du Canada
James Fletcher,Rochester,51.38764,0.50546,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,James Fletcher,http://www.wikidata.org/entity/Q51502556,Les mauvaises herbes du Canada
Arthur Dendy,Manchester,53.466666666667,-2.2333333333333,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,Arthur Dendy,http://www.wikidata.org/entity/Q51505811,"Mollusks, Echinoderms, Coelenterates, etc. Part J Porifera"
Joseph Frederick Whiteaves,Oxford,51.751944444444,-1.2577777777778,Canada,56,-109,Joseph Frederick Whiteaves,http://www.wikidata.org/entity/Q51503853,"Mesozoic fossils. v.1, pt. 1-5"
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Yann Martel,Salamanca,40.965,-5.664166666666667,Canada,56,-109,Yann Martel,http://www.wikidata.org/entity/Q4877216,
Ismail al-Faruqi,Jaffa,32.052222222222,34.753055555556,United States,39.828175,-98.5795,Ismail al-Faruqi,http://www.wikidata.org/entity/Q127488952,
,,,,Mandatory Palestine,31.783333333333335,35.21666666666667,,,
Sarah Delignies,France,47,2,Canada,56,-109,Sarah Delignies,http://www.wikidata.org/entity/Q124961827,Ouaf ? Ouaf ? Cot ! Cot !
,,,,France,47,2,,,
Amie Kaufman,Melbourne,-37.814166666666665,144.96305555555554,Australia,-25,133,Amie Kaufman,http://www.wikidata.org/entity/Q132190507,Obsidio (The Illuminae Files_03)
David Baudemont,Thann,47.806666666667,7.1044444444444,Canada,56,-109,David Baudemont,http://www.wikidata.org/entity/Q125693168,Chemin faisant
Carmen Rodríguez,Valdivia,-39.8142,-73.2459,Chile,-33,-71,Carmen Rodríguez,http://www.wikidata.org/entity/Q4753415,And a body to remember with
Marie Stopes,Edinburgh,55.95333333333333,-3.1891666666666665,United Kingdom,54.6,-2,Marie Stopes,http://www.wikidata.org/entity/Q51472906,"The ""Fern ledges"", Carboniferous flora of St. John, New Brunswick"
Marie Stopes,Edinburgh,55.95333333333333,-3.1891666666666665,United Kingdom,54.6,-2,Marie Stopes,http://www.wikidata.org/entity/Q51476185,"Flore carbonifère des ""Assises à fougères"" de Saint-Jean, Nouveau Brunswick"
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q4658453,A Necessary End
,,,,Canada,56,-109,,,
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q4656381,A Dedicated Man
,,,,Canada,56,-109,,,
Jack Whyte,Johnstone,55.833333333333,-4.5,United Kingdom,54.6,-2,Jack Whyte,http://www.wikidata.org/entity/Q4656586,
,,,,Canada,56,-109,,,
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q4690750,Aftermath
,,,,Canada,56,-109,,,
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q5245364,Dead Right
,,,,Canada,56,-109,,,
Bryan Buchan,Aberdeen,57.15,-2.1,United Kingdom,54.6,-2,Bryan Buchan,http://www.wikidata.org/entity/Q5168770,
William Saunders,Crediton,50.7924,-3.6514,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,William Saunders,http://www.wikidata.org/entity/Q51480188,Fruit growing in Canada
William Saunders,Crediton,50.7924,-3.6514,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,William Saunders,http://www.wikidata.org/entity/Q51497929,Ladoga wheat
James Fletcher,Rochester,51.38764,0.50546,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,James Fletcher,http://www.wikidata.org/entity/Q51495188,"Insects injurious to grain and fodder crops, root crops and vegetables"
James Fletcher,Rochester,51.38764,0.50546,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,James Fletcher,http://www.wikidata.org/entity/Q51495081,"Insectes nuisibles aux céréales et aux plantes fourragères, aux plantes-racines et aux légumes"
John Russell Malloch,Milton of Campsie,55.9643,-4.16195,United Kingdom,54.6,-2,John Russell Malloch,http://www.wikidata.org/entity/Q51495261,Insects. Part C Diptera
Bernhard Fernow,Inowrocław,52.795833333333,18.261111111111,Kingdom of Prussia,53,14,Bernhard Fernow,http://www.wikidata.org/entity/Q51477961,Forest conditions of Nova Scotia
,,,,United States,39.828175,-98.5795,,,
K. G. Andrew Hamilton,Nottingham,52.955,-1.1491666666667,United Kingdom,54.6,-2,K. G. Andrew Hamilton,http://www.wikidata.org/entity/Q51498545,Leafhoppers of ornamental and fruit trees in Canada
Arthur Hailey,Luton,51.87833333333333,-0.4147222222222222,United Kingdom,54.6,-2,Arthur Hailey,http://www.wikidata.org/entity/Q3339145,The Evening News
,,,,Canada,56,-109,,,
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Marie-Claire Blais,Quebec City,46.816111,-71.224167,Canada,56,-109,Marie-Claire Blais,http://www.wikidata.org/entity/Q3549746,Une saison dans la vie d'Emmanuel
,,,,France,47,2,,,
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q5142457,Cold is the Grave
,,,,Canada,56,-109,,,
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q6036022,Innocent Graves
,,,,Canada,56,-109,,,
Georges de Peyrebrune,Sainte-Orse,45.203611111111,1.0755555555556,France,47,2,Georges de Peyrebrune,http://www.wikidata.org/entity/Q123482890,Les Frères Colombe
Heinrich Möller,Milte,52,7.9472194444444,Germany,51,10,Heinrich Möller,http://www.wikidata.org/entity/Q51525024,"Regional veterinary surgery and operative technique : incorporating Prof. Dr. H. Möller's ""Veterinary surgery"""
John Charles Dent,Kendal,54.326,-2.745,Canada,56,-109,John Charles Dent,http://www.wikidata.org/entity/Q63314554,"The Last Forty Years: Canada since the union of 1841. [With plates, including portraits.]"
,,,,United Kingdom,54.6,-2,,,
John Charles Dent,Kendal,54.326,-2.745,Canada,56,-109,John Charles Dent,http://www.wikidata.org/entity/Q63314555,The Story of the Upper Canadian Rebellion; largely derived from original sources and documents. [With portraits.]
,,,,United Kingdom,54.6,-2,,,
John Charles Dent,Kendal,54.326,-2.745,Canada,56,-109,John Charles Dent,http://www.wikidata.org/entity/Q63315021,"Toronto: past and present: historical and descriptive. A memorial volume for the semi-centennial of 1884, etc."
,,,,United Kingdom,54.6,-2,,,
Lucas Malet,Eversley,51.348144444444,-0.87530277777778,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,Lucas Malet,http://www.wikidata.org/entity/Q68824008,Adrian Savage
Ian Raymond Ball,Southport,53.646944444444,-3.0080555555556,United Kingdom,54.6,-2,Ian Raymond Ball,http://www.wikidata.org/entity/Q51518685,The planarians (Turbellaria) of temporary waters in eastern North America
Euripides,Salamis Island,37.93805555555556,23.485277777777778,Classical Athens,37.97222222222222,23.72222222222222,Euripides,http://www.wikidata.org/entity/Q116671470,Electra
Euripides,Salamis Island,37.93805555555556,23.485277777777778,Classical Athens,37.97222222222222,23.72222222222222,Euripides,http://www.wikidata.org/entity/Q116671819,Hecuba
H. G. Wells,Bromley,51.406444444444,0.018305555555556,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,H. G. Wells,http://www.wikidata.org/entity/Q58833458,The New Machiavelli
,,,,United Kingdom,54.6,-2,,,
Daniel Pennac,Casablanca,33.599166666667,-7.62,France,47,2,Daniel Pennac,http://www.wikidata.org/entity/Q118792892,Gardiens et passeurs
Roman Kenk,Ljubljana,46.05138888888889,14.50611111111111,United States,39.828175,-98.5795,Roman Kenk,http://www.wikidata.org/entity/Q51518685,The planarians (Turbellaria) of temporary waters in eastern North America
,,,,Kingdom of Yugoslavia,44.80972222222222,20.463055555555556,,,
,,,,"Kingdom of Serbs, Croats and Slovenes",44.820556,20.462222,,,
,,,,Cisleithania,48.5,16.383333333333333,,,
John James Rickard Macleod,Clunie,56.5776,-3.45195,United Kingdom,54.6,-2,John James Rickard Macleod,http://www.wikidata.org/entity/Q51512960,Observations on the glycogen content of certain invertebrates and fishes
Oscar Wilde,Dublin,53.34972222222222,-6.260277777777778,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,Oscar Wilde,http://www.wikidata.org/entity/Q124102132,The Poems of Oscar Wilde
,,,,Ireland,53,-8,,,
,,,,United Kingdom,54.6,-2,,,
,,,,France,47,2,,,
Daniel Wilson,Edinburgh,55.95333333333333,-3.1891666666666665,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,Daniel Wilson,http://www.wikidata.org/entity/Q51518575,Pipes and tobacco: an ethnographic sketch
Daniel Wilson,Edinburgh,55.95333333333333,-3.1891666666666665,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,Daniel Wilson,http://www.wikidata.org/entity/Q51518576,Pipes and tobacco: an ethnographic sketch
Casimir Funk,Warsaw,52.23,21.011111111111113,Poland,52,19,Casimir Funk,http://www.wikidata.org/entity/Q51514332,On the probable nature of the substance promoting growth in young animals
Rutu Modan,Tel Aviv,32.08,34.78,Israel,31,35,Rutu Modan,http://www.wikidata.org/entity/Q5420414,Exit Wounds
Shyam Selvadurai,Colombo,6.926666666666667,79.86055555555555,Sri Lanka,7,81,Shyam Selvadurai,http://www.wikidata.org/entity/Q5509351,
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q5504023,Friend of the Devil
,,,,Canada,56,-109,,,
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q5519211,Gallows View
,,,,Canada,56,-109,,,
Jo Walton,Aberdare,51.713055555556,-3.445,Canada,56,-109,Jo Walton,http://www.wikidata.org/entity/Q5436487,
,,,,United Kingdom,54.6,-2,,,
Robert E. Stansfield-Cudworth,Manchester,53.466666666667,-2.2333333333333,United Kingdom,54.6,-2,Robert E. Stansfield-Cudworth,http://www.wikidata.org/entity/Q106506125,"Political Elites in South-West England, 1450–1500"
Theo Caldwell,Toronto,43.670277777778,-79.386666666667,Canada,56,-109,Theo Caldwell,http://www.wikidata.org/entity/Q5450692,Finn the Half-Great
,,,,Ireland,53,-8,,,
,,,,United States,39.828175,-98.5795,,,
John Wilson,Edinburgh,55.95333333333333,-3.1891666666666665,Canada,56,-109,John Wilson,http://www.wikidata.org/entity/Q5475566,Four Steps to Death
Rohinton Mistry,Mumbai,19.075833333333332,72.8775,Canada,56,-109,Rohinton Mistry,http://www.wikidata.org/entity/Q5433188,Family Matters
Maziar Bahari,Tehran,35.68888888888889,51.389722222222225,Canada,56,-109,Maziar Bahari,http://www.wikidata.org/entity/Q7781332,
Irshad Manji,Uganda,1.28,32.39,Canada,56,-109,Irshad Manji,http://www.wikidata.org/entity/Q7770361,The Trouble with Islam Today
,,,,Uganda,1.28,32.39,,,
Grant Allen,Kingston,44.230555555555554,-76.4811111111111,United States,39.828175,-98.5795,Grant Allen,http://www.wikidata.org/entity/Q7775505,
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Gerd Westermann,Berlin,52.516666666667,13.383333333333,Germany,51,10,Gerd Westermann,http://www.wikidata.org/entity/Q51440062,"The ammonoid fauna of the Kimmeridgian-Tithonian boundary beds of Mombasa, Kenya"
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q7767260,The Summer That Never Was
,,,,Canada,56,-109,,,
Jean-Henri Fabre,Saint-Léons,44.215555555556,2.9858333333333,France,47,2,Jean-Henri Fabre,http://www.wikidata.org/entity/Q51428129,The story-book of science;
Jean-Henri Fabre,Saint-Léons,44.215555555556,2.9858333333333,France,47,2,Jean-Henri Fabre,http://www.wikidata.org/entity/Q51432840,The life of caterpillar. Translated by Alexander Teixeira de Mattos
Jean-Henri Fabre,Saint-Léons,44.215555555556,2.9858333333333,France,47,2,Jean-Henri Fabre,http://www.wikidata.org/entity/Q51432845,The life of the fly; with which are interspersed some chapters of autobiography. Translated by Alexander Teixeira de Mattos
Jean-Henri Fabre,Saint-Léons,44.215555555556,2.9858333333333,France,47,2,Jean-Henri Fabre,http://www.wikidata.org/entity/Q51432849,The life of the grasshopper. Translated by Alexander Teixeira de Mattos
Bernhard Fernow,Inowrocław,52.795833333333,18.261111111111,Kingdom of Prussia,53,14,Bernhard Fernow,http://www.wikidata.org/entity/Q51433928,"A brief history of forestry in Europe, the United States and other countries"
,,,,United States,39.828175,-98.5795,,,
Bernhard Fernow,Inowrocław,52.795833333333,18.261111111111,Kingdom of Prussia,53,14,Bernhard Fernow,http://www.wikidata.org/entity/Q51434468,"A brief history of forestry in Europe, the United States and other countries"
,,,,United States,39.828175,-98.5795,,,
Alfred Russel Wallace,Usk,51.703611111111,-2.9019444444444,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,Alfred Russel Wallace,http://www.wikidata.org/entity/Q51428669,"The wonderful century, its successes and its failures"
Brian Moore,Belfast,54.596666666666664,-5.93,United Kingdom,54.6,-2,Brian Moore,http://www.wikidata.org/entity/Q7768371,
,,,,Canada,56,-109,,,
Robert Smith Surtees,The Riding,54.949781,-1.978236,United Kingdom,54.6,-2,Robert Smith Surtees,http://www.wikidata.org/entity/Q51427925,Hunts with Jorrocks : from Handley Cross
George Denholm Armour,Carmunnock,55.7895,-4.23753,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,George Denholm Armour,http://www.wikidata.org/entity/Q51427925,Hunts with Jorrocks : from Handley Cross
,,,,United Kingdom,54.6,-2,,,
George Denholm Armour,Carmunnock,55.7895,-4.23753,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,George Denholm Armour,http://www.wikidata.org/entity/Q51433918,Thoughts on hunting in a series of familiar letters.
,,,,United Kingdom,54.6,-2,,,
Grant Allen,Kingston,44.230555555555554,-76.4811111111111,United States,39.828175,-98.5795,Grant Allen,http://www.wikidata.org/entity/Q51419211,In nature's workshop
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Casimir Funk,Warsaw,52.23,21.011111111111113,Poland,52,19,Casimir Funk,http://www.wikidata.org/entity/Q51437611,The action of yeast fractions on the growth of rats
Henry Alleyne Nicholson,Penrith,54.6648,-2.7548,United Kingdom,54.6,-2,Henry Alleyne Nicholson,http://www.wikidata.org/entity/Q51434460,Report upon the palaeontology of the province of Ontario
John James Rickard Macleod,Clunie,56.5776,-3.45195,United Kingdom,54.6,-2,John James Rickard Macleod,http://www.wikidata.org/entity/Q51446141,The behaviour of the respirations after decerebration in the cat
Peter Beckford,Iwerne Stepleton,50.90855,-2.17249,Kingdom of Great Britain,51.5,-0.13333333,Peter Beckford,http://www.wikidata.org/entity/Q51433918,Thoughts on hunting in a series of familiar letters.
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Ulf Brunnbauer,Kirchdorf an der Krems,47.906666666667,14,Austria,48,14,Ulf Brunnbauer,http://www.wikidata.org/entity/Q136892723,In the Storms of Transformation
Jeffery Farnol,Aston,52.5,-1.88,United Kingdom,54.6,-2,Jeffery Farnol,http://www.wikidata.org/entity/Q125657427,The Money Moon
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Jeffery Farnol,Aston,52.5,-1.88,United Kingdom,54.6,-2,Jeffery Farnol,http://www.wikidata.org/entity/Q125657553,The Money Moon
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Sophocles,Colonus,37.995833,23.715278,Classical Athens,37.97222222222222,23.72222222222222,Sophocles,http://www.wikidata.org/entity/Q125376051,Electra
Sophocles,Colonus,37.995833,23.715278,Classical Athens,37.97222222222222,23.72222222222222,Sophocles,http://www.wikidata.org/entity/Q125365674,Antigone
Sophocles,Colonus,37.995833,23.715278,Classical Athens,37.97222222222222,23.72222222222222,Sophocles,http://www.wikidata.org/entity/Q125365777,Aias
Sophocles,Colonus,37.995833,23.715278,Classical Athens,37.97222222222222,23.72222222222222,Sophocles,http://www.wikidata.org/entity/Q125394027,Philoctetes
Philipp Ther,Mittelberg,47.322777777778,10.155555555556,Germany,51,10,Philipp Ther,http://www.wikidata.org/entity/Q136892723,In the Storms of Transformation
Sophocles,Colonus,37.995833,23.715278,Classical Athens,37.97222222222222,23.72222222222222,Sophocles,http://www.wikidata.org/entity/Q125367927,King Oedipus
Sophocles,Colonus,37.995833,23.715278,Classical Athens,37.97222222222222,23.72222222222222,Sophocles,http://www.wikidata.org/entity/Q125383991,The Trachinian Maidens
Sophocles,Colonus,37.995833,23.715278,Classical Athens,37.97222222222222,23.72222222222222,Sophocles,http://www.wikidata.org/entity/Q125394239,Oedipus at Colonos
Arnold Bennett,Hanley,53.0246,-2.1729,United Kingdom,54.6,-2,Arnold Bennett,http://www.wikidata.org/entity/Q125626253,Hilda Lessways
,Burslem,53.042622222222,-2.1878888888889,,,,,,
Josef Kožíšek,Lužany,49.546746729318,13.315780975955,Czechoslovakia,50.083333333333,14.416666666667,Josef Kožíšek,http://www.wikidata.org/entity/Q132759457,The Magic Flutes
Marie of Romania,Eastwell Park,51.19018,0.88103,Romania,46,25,Marie of Romania,http://www.wikidata.org/entity/Q134890694,The Lily of Life
,,51.191742,0.884771,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
,,,,United Kingdom,54.6,-2,,,
Jan Neruda,Prague,50.0875,14.421388888888888,Austrian Empire,48.2,16.35,Jan Neruda,http://www.wikidata.org/entity/Q96635740,A Book of Czech Verse
Vladimír Holan,Prague,50.0875,14.421388888888888,Czechoslovakia,50.083333333333,14.416666666667,Vladimír Holan,http://www.wikidata.org/entity/Q96635740,A Book of Czech Verse
Orest Subtelny,Kraków,50.061388888889,19.937222222222,Canada,56,-109,Orest Subtelny,http://www.wikidata.org/entity/Q104049471,Ukraine
Orest Subtelny,Kraków,50.061388888889,19.937222222222,Canada,56,-109,Orest Subtelny,http://www.wikidata.org/entity/Q104049518,Ukraine
Orest Subtelny,Kraków,50.061388888889,19.937222222222,Canada,56,-109,Orest Subtelny,http://www.wikidata.org/entity/Q104049522,Ukraine
Orest Subtelny,Kraków,50.061388888889,19.937222222222,Canada,56,-109,Orest Subtelny,http://www.wikidata.org/entity/Q104049525,Ukraine
Petr Bezruč,Opava,49.938055555556,17.904444444444,Austrian Empire,48.2,16.35,Petr Bezruč,http://www.wikidata.org/entity/Q96635740,A Book of Czech Verse
,,,,Cisleithania,48.5,16.383333333333333,,,
