work,workLabel,relation,date,language,languageLabel,country,countryLabel,place,placeLabel,lat,lon,origWork,origTitle
http://www.wikidata.org/entity/Q1211800,The Brothers Karamazov,based_on,1969-01-10T00:00:00Z,,,http://www.wikidata.org/entity/Q15180,Soviet Union,,,,,http://www.wikidata.org/entity/Q183157,The Brothers Karamazov
http://www.wikidata.org/entity/Q2398429,Crime and Punishment,based_on,1935-11-21T00:00:00Z,,,http://www.wikidata.org/entity/Q30,United States,,,,,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q3819152,L'idiota,based_on,,http://www.wikidata.org/entity/Q652,Italian,,,,,,,http://www.wikidata.org/entity/Q210784,The Idiot
http://www.wikidata.org/entity/Q1197011,The Gambler,based_on,2000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,,,,,http://www.wikidata.org/entity/Q223688,The Gambler
http://www.wikidata.org/entity/Q4428761,The Dream of a Ridiculous Man,based_on,1992-10-01T00:00:00Z,,,http://www.wikidata.org/entity/Q159,Russia,,,,,http://www.wikidata.org/entity/Q971152,The Dream of a Ridiculous Man
http://www.wikidata.org/entity/Q7598540,Idiot,based_on,1958-05-12T00:00:00Z,,,http://www.wikidata.org/entity/Q15180,Soviet Union,,,,,http://www.wikidata.org/entity/Q210784,The Idiot
http://www.wikidata.org/entity/Q2782470,Q2782470,based_on,,,,,,,,,,http://www.wikidata.org/entity/Q1113102,The Grand Inquisitor
http://www.wikidata.org/entity/Q15818452,A Gentle Creature  (Swedish edition),edition_or_translation_of,,http://www.wikidata.org/entity/Q9027,Swedish,,,,,,,http://www.wikidata.org/entity/Q1215953,A Gentle Creature
http://www.wikidata.org/entity/Q3454137,The Gambler,based_on,1975-04-01T00:00:00Z,,,http://www.wikidata.org/entity/Q30,United States,,,,,http://www.wikidata.org/entity/Q223688,The Gambler
http://www.wikidata.org/entity/Q2656034,Fear,based_on,1946-01-01T00:00:00Z,,,http://www.wikidata.org/entity/Q30,United States,,,,,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q692347,Crime and Punishment,based_on,1957-08-30T00:00:00Z,,,http://www.wikidata.org/entity/Q142,France,,,,,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q2080373,Nastasja,based_on,1994-09-14T00:00:00Z,,,http://www.wikidata.org/entity/Q17,Japan,,,,,http://www.wikidata.org/entity/Q210784,The Idiot
http://www.wikidata.org/entity/Q873302,Raskolnikow,based_on,1923-01-01T00:00:00Z,,,http://www.wikidata.org/entity/Q41304,Weimar Republic,,,,,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q16272176,Demons,based_on,,,,http://www.wikidata.org/entity/Q159,Russia,,,,,http://www.wikidata.org/entity/Q329989,Demons
http://www.wikidata.org/entity/Q8028217,Without Compassion,based_on,1994-01-01T00:00:00Z,,,http://www.wikidata.org/entity/Q419,Peru,,,,,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q4096037,The Brothers Karamazov,based_on,,,,http://www.wikidata.org/entity/Q159,Russia,,,,,http://www.wikidata.org/entity/Q183157,The Brothers Karamazov
